Country,MarketSegment,ArrivalDateMonth,DepositType,CustomerType,LeadTime,ArrivalDateYear,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,RequiredCarParkingSpaces,IsCanceled
PRT,Offline TA/TO,August,No Deposit     ,Group,18,2017,35,28,0,1
POL,Offline TA/TO,August,No Deposit     ,Contract,286,2017,32,7,0,0
PRT,Online TA,August,No Deposit     ,Transient,12,2017,33,17,0,1
PRT,Direct,August,No Deposit     ,Transient,0,2017,33,13,0,0
ESP,Online TA,August,No Deposit     ,Transient,45,2017,32,10,0,0
CN,Direct,August,No Deposit     ,Transient,239,2017,32,9,0,0
ITA,Online TA,August,No Deposit     ,Transient,83,2017,32,7,0,0
PRT,Offline TA/TO,August,No Deposit     ,Transient,185,2017,32,6,0,0
FRA,Online TA,August,No Deposit     ,Transient,188,2017,31,3,0,0
ESP,Online TA,August,No Deposit     ,Transient-Party,189,2017,31,3,0,0
ITA,Online TA,August,No Deposit     ,Transient,188,2017,31,5,0,0
ESP,Online TA,August,No Deposit     ,Transient,176,2017,32,7,0,0
GBR,Online TA,August,No Deposit     ,Transient-Party,46,2017,32,8,0,0
PRT,Direct,August,No Deposit     ,Transient,134,2017,31,1,1,0
CHL,Online TA,August,No Deposit     ,Transient,51,2017,32,12,1,0
PRT,Direct,August,No Deposit     ,Transient,0,2017,32,12,1,0
PRT,Direct,August,No Deposit     ,Transient,37,2017,32,12,1,0
ESP,Online TA,August,No Deposit     ,Transient,38,2017,34,25,0,1
PRT,Direct,August,No Deposit     ,Transient,255,2017,32,6,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,233,2017,31,2,0,0
CN,Online TA,August,No Deposit     ,Transient,89,2017,32,6,0,0
ESP,Online TA,August,No Deposit     ,Transient,5,2017,32,12,0,0
CN,Direct,August,No Deposit     ,Transient,191,2017,32,9,0,0
PRT,Online TA,August,No Deposit     ,Transient,314,2017,32,6,0,0
GBR,Offline TA/TO,July,No Deposit     ,Contract,269,2017,31,30,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,176,2017,32,6,0,0
AGO,Online TA,August,No Deposit     ,Transient,24,2017,34,23,0,1
GBR,Online TA,August,No Deposit     ,Transient-Party,46,2017,32,8,0,0
ITA,Online TA,August,No Deposit     ,Transient,264,2017,32,7,1,0
ESP,Direct,August,No Deposit     ,Transient,38,2017,32,7,0,0
GBR,Direct,August,No Deposit     ,Transient,194,2017,32,8,1,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,153,2017,32,6,0,0
HUN,Online TA,August,No Deposit     ,Transient,136,2017,32,8,0,0
GBR,Offline TA/TO,August,No Deposit     ,Group,22,2017,31,3,0,0
PRT,Online TA,August,No Deposit     ,Transient,327,2017,31,4,0,0
GBR,Online TA,August,No Deposit     ,Transient,12,2017,32,11,0,0
PRT,Direct,August,No Deposit     ,Transient,176,2017,32,8,1,0
ESP,Direct,August,No Deposit     ,Transient,38,2017,32,6,1,0
ESP,Online TA,August,No Deposit     ,Transient,30,2017,32,8,0,0
USA,Online TA,August,No Deposit     ,Transient,3,2017,32,12,1,0
ESP,Online TA,August,No Deposit     ,Transient-Party,189,2017,31,3,0,0
FRA,Online TA,August,No Deposit     ,Transient,188,2017,31,3,0,0
PRT,Online TA,August,No Deposit     ,Transient,47,2017,32,12,0,0
ESP,Online TA,August,No Deposit     ,Transient,291,2017,32,7,0,0
PRT,Direct,August,No Deposit     ,Transient,262,2017,32,6,1,0
PRT,Direct,August,No Deposit     ,Transient,1,2017,32,11,1,0
ESP,Direct,August,No Deposit     ,Transient,84,2017,32,8,0,0
FRA,Direct,August,No Deposit     ,Transient,62,2017,32,7,0,0
PRT,Direct,August,No Deposit     ,Transient,128,2017,31,3,1,0
GBR,Offline TA/TO,August,No Deposit     ,Group,25,2017,32,6,0,0
PRT,Online TA,August,No Deposit     ,Transient,0,2017,33,13,0,1
GIB,Online TA,August,No Deposit     ,Transient,31,2017,34,25,0,1
PRT,Direct,August,No Deposit     ,Transient,151,2017,32,6,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,233,2017,31,2,0,0
PRT,Offline TA/TO,August,No Deposit     ,Transient,166,2017,33,13,0,1
BRA,Online TA,August,No Deposit     ,Transient,33,2017,32,8,0,0
ESP,Online TA,August,No Deposit     ,Transient,291,2017,32,7,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,24,2017,31,5,0,0
GBR,Offline TA/TO,August,No Deposit     ,Transient,190,2017,31,2,0,0
PRT,Online TA,August,No Deposit     ,Transient,95,2017,35,31,0,1
ESP,Online TA,August,No Deposit     ,Transient,15,2017,32,6,0,0
PRT,Online TA,July,No Deposit     ,Transient,173,2017,31,31,0,0
PRT,Online TA,August,No Deposit     ,Transient,3,2017,32,10,0,0
GBR,Direct,August,No Deposit     ,Transient,253,2017,32,9,1,0
GBR,Offline TA/TO,August,No Deposit     ,Transient,305,2017,31,5,0,0
DNK,Direct,August,No Deposit     ,Transient,163,2017,32,8,0,0
CHE,Online TA,August,No Deposit     ,Transient,152,2017,32,7,0,0
CN,Online TA,August,No Deposit     ,Transient,183,2017,32,6,0,0
IRL,Online TA,August,No Deposit     ,Transient,214,2017,31,5,0,0
ESP,Offline TA/TO,August,No Deposit     ,Transient,218,2017,31,5,0,0
PRT,Direct,August,No Deposit     ,Transient,167,2017,32,8,1,0
PRT,Online TA,August,No Deposit     ,Transient,157,2017,32,10,1,0
PRT,Online TA,August,No Deposit     ,Transient,0,2017,32,11,0,0
ESP,Online TA,August,No Deposit     ,Transient,14,2017,32,9,0,0
CN,Online TA,August,No Deposit     ,Transient,93,2017,32,8,0,0
GBR,Offline TA/TO,July,No Deposit     ,Transient,187,2017,30,29,0,0
ESP,Direct,August,No Deposit     ,Transient,31,2017,32,7,0,0
AUT,Online TA,August,No Deposit     ,Transient,164,2017,32,8,1,0
PRT,Direct,August,No Deposit     ,Transient,166,2017,32,8,0,0
DEU,Online TA,August,No Deposit     ,Transient,204,2017,32,10,1,0
PRT,Online TA,August,No Deposit     ,Transient,36,2017,32,9,0,0
CN,Online TA,August,No Deposit     ,Transient,32,2017,32,8,0,0
GBR,Online TA,August,No Deposit     ,Transient,23,2017,32,11,0,0
NLD,Online TA,August,No Deposit     ,Transient,104,2017,31,3,0,0
CHE,Direct,August,No Deposit     ,Transient,264,2017,32,7,1,0
ESP,Online TA,August,No Deposit     ,Transient,207,2017,32,8,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,190,2017,31,2,0,0
ESP,Direct,August,No Deposit     ,Transient-Party,174,2017,32,9,1,0
GBR,Online TA,August,No Deposit     ,Transient,183,2017,32,6,0,0
ESP,Online TA,August,No Deposit     ,Transient,33,2017,32,10,1,0
ESP,Online TA,August,No Deposit     ,Transient,33,2017,32,7,0,0
ESP,Direct,August,No Deposit     ,Transient-Party,174,2017,32,9,1,0
ESP,Offline TA/TO,August,No Deposit     ,Transient,218,2017,31,5,0,0
ESP,Online TA,August,No Deposit     ,Transient,301,2017,35,27,0,1
PRT,Online TA,August,No Deposit     ,Transient,3,2017,32,6,0,0
PRT,Direct,August,No Deposit     ,Transient,322,2017,32,7,0,0
PRT,Direct,August,No Deposit     ,Transient,2,2017,32,10,0,0
BRA,Online TA,August,No Deposit     ,Transient-Party,42,2017,31,4,0,0
PRT,Online TA,August,No Deposit     ,Transient,5,2017,32,10,0,0
PRT,Offline TA/TO,August,No Deposit     ,Transient,25,2017,32,6,0,0
FRA,Online TA,August,No Deposit     ,Transient,208,2017,32,8,0,0
BRA,Online TA,August,No Deposit     ,Transient-Party,42,2017,31,4,0,0
PRT,Corporate,August,No Deposit     ,Transient,49,2017,32,8,1,0
PRT,Online TA,August,No Deposit     ,Transient,43,2017,32,7,0,0
PRT,Online TA,August,No Deposit     ,Transient,181,2017,31,4,0,0
GBR,Offline TA/TO,August,No Deposit     ,Group,17,2017,32,8,0,0
FRA,Online TA,August,No Deposit     ,Transient,131,2017,32,7,0,0
GBR,Direct,August,No Deposit     ,Transient,229,2017,31,4,0,0
RUS,Direct,August,No Deposit     ,Transient,0,2017,32,10,1,0
DEU,Online TA,July,No Deposit     ,Transient-Party,301,2017,30,25,0,0
PRT,Online TA,August,No Deposit     ,Transient,307,2017,31,5,1,0
GBR,Offline TA/TO,August,No Deposit     ,Transient-Party,48,2017,32,7,0,0
ESP,Direct,August,No Deposit     ,Transient,1,2017,32,10,0,0
PRT,Direct,August,No Deposit     ,Transient,2,2017,32,10,0,0
PRT,Corporate,August,No Deposit     ,Group,49,2017,32,8,0,0
BRA,Online TA,August,No Deposit     ,Transient,98,2017,35,30,0,1
OMN,Offline TA/TO,August,No Deposit     ,Transient-Party,48,2017,32,7,0,0
BRA,Online TA,August,No Deposit     ,Transient,98,2017,35,30,0,1
PRT,Offline TA/TO,August,No Deposit     ,Group,19,2017,35,29,0,1
GBR,Offline TA/TO,August,No Deposit     ,Contract,119,2017,31,1,0,0
PRT,Direct,August,No Deposit     ,Transient,0,2017,32,10,0,0
DEU,Online TA,July,No Deposit     ,Transient-Party,301,2017,30,25,0,0
PRT,Online TA,August,No Deposit     ,Transient,179,2017,31,3,0,0
ESP,Direct,August,No Deposit     ,Transient,112,2017,35,28,0,1
ROU,Offline TA/TO,August,No Deposit     ,Contract,122,2017,31,3,0,0
PRT,Online TA,August,No Deposit     ,Transient,12,2017,34,21,0,1
ESP,Online TA,August,No Deposit     ,Transient,95,2017,31,4,0,0
ESP,Online TA,August,No Deposit     ,Transient,32,2017,31,5,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,212,2017,31,3,0,0
GEO,Online TA,August,No Deposit     ,Transient-Party,121,2017,31,5,0,0
USA,Online TA,August,No Deposit     ,Transient,27,2017,32,8,0,0
PRT,Direct,August,No Deposit     ,Transient,195,2017,31,3,0,0
PRT,Direct,August,No Deposit     ,Transient,174,2017,31,3,1,0
PRT,Corporate,August,No Deposit     ,Transient,31,2017,33,17,0,1
GBR,Offline TA/TO,July,No Deposit     ,Contract,192,2017,31,30,0,0
GBR,Direct,August,No Deposit     ,Transient,199,2017,31,3,0,0
CN,Online TA,August,No Deposit     ,Transient,180,2017,32,7,0,0
IRL,Online TA,August,No Deposit     ,Transient,17,2017,34,26,0,1
USA,Online TA,August,No Deposit     ,Transient,2,2017,32,9,1,0
USA,Online TA,August,No Deposit     ,Transient,27,2017,32,8,0,0
CN,Offline TA/TO,August,No Deposit     ,Transient-Party,240,2017,32,6,0,0
ESP,Online TA,August,No Deposit     ,Transient,3,2017,32,9,0,0
PRT,Online TA,August,No Deposit     ,Transient,171,2017,31,1,0,0
ESP,Online TA,August,No Deposit     ,Transient,3,2017,32,7,0,0
FRA,Online TA,August,No Deposit     ,Transient,326,2017,32,7,0,0
CN,Offline TA/TO,August,No Deposit     ,Transient-Party,240,2017,32,6,0,0
GBR,Offline TA/TO,July,No Deposit     ,Contract,163,2017,30,27,0,0
IRL,Online TA,August,No Deposit     ,Transient,17,2017,34,26,0,1
GEO,Online TA,August,No Deposit     ,Transient-Party,121,2017,31,5,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,121,2017,31,3,0,0
PRT,Online TA,August,No Deposit     ,Transient,19,2017,34,21,0,1
PRT,Online TA,August,No Deposit     ,Transient,65,2017,35,28,0,1
GBR,Online TA,August,No Deposit     ,Transient,38,2017,32,6,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,134,2017,31,2,0,0
PRT,Offline TA/TO,August,No Deposit     ,Transient-Party,183,2017,32,9,0,0
FRA,Online TA,August,No Deposit     ,Transient,326,2017,32,7,0,0
ESP,Direct,August,No Deposit     ,Transient,40,2017,32,7,0,0
PRT,Direct,August,No Deposit     ,Transient,0,2017,32,10,0,1
GBR,Offline TA/TO,August,No Deposit     ,Contract,143,2017,31,3,0,0
PRT,Offline TA/TO,August,No Deposit     ,Transient-Party,183,2017,32,9,0,0
PRT,Online TA,August,No Deposit     ,Transient,15,2017,32,7,0,0
CN,Offline TA/TO,August,No Deposit     ,Transient-Party,240,2017,32,6,0,0
DEU,Online TA,August,No Deposit     ,Transient,29,2017,35,31,0,1
GEO,Online TA,August,No Deposit     ,Transient-Party,121,2017,31,5,0,0
PRT,Direct,August,No Deposit     ,Transient,0,2017,32,9,1,0
ESP,Online TA,August,No Deposit     ,Transient,119,2017,34,21,0,1
PRT,Online TA,July,No Deposit     ,Transient,206,2017,31,30,1,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,91,2017,31,2,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,102,2017,31,2,0,0
PRT,Online TA,August,No Deposit     ,Transient,97,2017,32,7,0,0
PRT,Offline TA/TO,August,No Deposit     ,Transient-Party,129,2017,33,19,0,1
ESP,Direct,August,No Deposit     ,Transient,263,2017,31,1,0,0
PRT,Online TA,August,No Deposit     ,Transient,24,2017,31,5,1,0
PRT,Online TA,August,No Deposit     ,Transient,74,2017,34,26,0,1
ESP,Direct,August,No Deposit     ,Transient,51,2017,31,2,0,0
AUS,Online TA,August,No Deposit     ,Transient,14,2017,31,5,0,0
PRT,Direct,July,No Deposit     ,Transient-Party,165,2017,30,28,0,0
FRA,Online TA,August,No Deposit     ,Transient,217,2017,31,5,1,0
ESP,Online TA,August,No Deposit     ,Transient,8,2017,32,6,0,0
FRA,Online TA,August,No Deposit     ,Transient,2,2017,32,8,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,21,2017,31,2,0,0
ESP,Online TA,August,No Deposit     ,Transient,61,2017,35,27,0,1
FRA,Online TA,August,No Deposit     ,Transient,177,2017,31,5,0,0
CHE,Online TA,August,No Deposit     ,Transient,102,2017,32,7,0,0
PRT,Online TA,August,No Deposit     ,Transient,38,2017,34,21,0,1
ESP,Online TA,August,No Deposit     ,Transient,43,2017,31,4,0,0
PRT,Offline TA/TO,August,No Deposit     ,Transient-Party,129,2017,33,19,0,1
PRT,Offline TA/TO,August,No Deposit     ,Transient-Party,129,2017,33,19,0,1
CHE,Online TA,July,No Deposit     ,Transient,220,2017,30,26,0,0
LUX,Direct,August,No Deposit     ,Transient,1,2017,32,8,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,184,2017,32,9,0,1
PRT,Offline TA/TO,August,No Deposit     ,Transient-Party,122,2017,33,19,0,1
PRT,Online TA,August,No Deposit     ,Transient,116,2017,32,9,0,1
FRA,Online TA,August,No Deposit     ,Transient,1,2017,32,8,0,0
ARG,Offline TA/TO,August,No Deposit     ,Transient,85,2017,31,4,0,0
ESP,Online TA,August,No Deposit     ,Transient,23,2017,31,3,1,0
PRT,Online TA,August,No Deposit     ,Transient,204,2017,31,3,0,0
PRT,Direct,August,No Deposit     ,Transient,31,2017,31,1,0,0
PRT,Direct,July,No Deposit     ,Transient-Party,165,2017,30,28,0,0
IRL,Direct,July,No Deposit     ,Group,328,2017,30,26,0,0
ESP,Online TA,August,No Deposit     ,Transient,6,2017,33,15,0,1
ESP,Online TA,August,No Deposit     ,Transient,7,2017,33,15,0,1
MAR,Direct,August,No Deposit     ,Transient,1,2017,32,7,0,0
PRT,Direct,August,No Deposit     ,Transient,187,2017,31,1,1,0
ESP,Online TA,August,No Deposit     ,Transient,11,2017,31,4,0,0
ROU,Online TA,August,No Deposit     ,Transient,187,2017,31,1,0,0
FRA,Online TA,August,No Deposit     ,Transient,11,2017,31,5,1,0
GBR,Online TA,August,No Deposit     ,Transient,43,2017,31,3,0,0
BRA,Online TA,August,No Deposit     ,Transient,19,2017,31,4,1,0
CHE,Direct,July,No Deposit     ,Transient,191,2017,31,30,0,0
FRA,Online TA,August,No Deposit     ,Transient,280,2017,32,6,0,0
CN,Online TA,August,No Deposit     ,Transient-Party,22,2017,31,5,1,0
ROU,Online TA,August,No Deposit     ,Transient,202,2017,31,4,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,171,2017,31,1,0,0
GBR,Online TA,August,No Deposit     ,Transient,109,2017,31,4,0,0
ESP,Online TA,August,No Deposit     ,Transient,23,2017,31,5,0,0
PRT,Online TA,August,No Deposit     ,Transient,27,2017,31,1,0,0
PRT,Direct,August,No Deposit     ,Transient,9,2017,32,6,1,0
GBR,Offline TA/TO,August,No Deposit     ,Transient,336,2017,31,1,0,0
PRT,Direct,July,No Deposit     ,Transient,191,2017,31,30,1,0
ESP,Online TA,August,No Deposit     ,Transient,231,2017,31,2,1,0
BEL,Offline TA/TO,July,No Deposit     ,Transient,235,2017,30,25,0,0
BHR,Online TA,August,No Deposit     ,Transient,73,2017,35,30,0,1
FRA,Direct,August,No Deposit     ,Transient,27,2017,32,6,0,0
GBR,Online TA,August,No Deposit     ,Transient,3,2017,31,5,0,0
GBR,Offline TA/TO,August,No Deposit     ,Transient,173,2017,31,1,0,0
MAR,Direct,July,No Deposit     ,Transient,26,2017,31,31,0,0
PRT,Direct,July,No Deposit     ,Transient,191,2017,31,30,0,0
AUS,Direct,August,No Deposit     ,Group,4,2017,32,7,0,0
ITA,Online TA,August,No Deposit     ,Transient,150,2017,31,2,0,0
FRA,Online TA,August,No Deposit     ,Transient,280,2017,32,6,0,0
DEU,Online TA,August,No Deposit     ,Transient,1,2017,32,7,0,0
CN,Online TA,August,No Deposit     ,Transient-Party,22,2017,31,5,0,0
BRA,Online TA,August,No Deposit     ,Transient,138,2017,31,2,0,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,106,2017,31,1,0,0
GBR,Offline TA/TO,July,No Deposit     ,Contract,96,2017,30,25,0,0
PRT,Online TA,August,No Deposit     ,Transient,38,2017,31,5,0,0
ESP,Online TA,August,No Deposit     ,Transient,231,2017,31,2,1,0
PRT,Direct,August,No Deposit     ,Transient,6,2017,32,6,0,0
AUS,Online TA,August,No Deposit     ,Transient,36,2017,31,4,0,0
GBR,Offline TA/TO,August,No Deposit     ,Transient,162,2017,31,1,0,0
PRT,Online TA,August,No Deposit     ,Transient,26,2017,31,4,0,0
PRT,Offline TA/TO,August,No Deposit     ,Transient,20,2017,35,27,0,1
IRL,Online TA,August,No Deposit     ,Transient,3,2017,32,6,0,0
FRA,Online TA,August,No Deposit     ,Transient,0,2017,31,5,1,0
MAR,Online TA,August,No Deposit     ,Transient,14,2017,32,6,0,0
ESP,Online TA,August,No Deposit     ,Transient,87,2017,31,3,0,0
ESP,Online TA,July,No Deposit     ,Transient,185,2017,31,30,0,0
PRT,Online TA,July,No Deposit     ,Transient,113,2017,31,31,0,0
PRT,Online TA,August,No Deposit     ,Transient,5,2017,32,6,1,0
PRT,Online TA,August,No Deposit     ,Transient,2,2017,32,6,0,0
IRL,Offline TA/TO,July,No Deposit     ,Transient,206,2017,30,28,0,0
CN,Online TA,August,No Deposit     ,Transient,211,2017,31,5,0,0
CN,Online TA,August,No Deposit     ,Transient,211,2017,31,5,0,0
PRT,Online TA,July,No Deposit     ,Transient,26,2017,31,31,1,0
ESP,Online TA,August,No Deposit     ,Transient,15,2017,34,22,0,1
GBR,Direct,August,No Deposit     ,Transient,0,2017,32,6,0,0
PRT,Online TA,August,No Deposit     ,Transient-Party,17,2017,32,6,0,0
PRT,Direct,August,No Deposit     ,Transient,24,2017,31,2,0,0
GBR,Online TA,August,No Deposit     ,Transient,25,2017,32,6,1,0
PRT,Online TA,August,No Deposit     ,Transient,17,2017,32,6,1,0
PRT,Online TA,August,No Deposit     ,Transient,1,2017,31,5,0,0
PRT,Online TA,August,No Deposit     ,Transient,1,2017,32,6,0,0
ESP,Online TA,August,No Deposit     ,Transient,12,2017,31,2,0,0
ESP,Direct,July,No Deposit     ,Transient,182,2017,30,29,0,0
PRT,Direct,August,No Deposit     ,Transient,91,2017,31,4,0,0
AUS,Direct,August,No Deposit     ,Transient,15,2017,31,4,0,0
ESP,Online TA,August,No Deposit     ,Transient,19,2017,31,5,0,0
ESP,Online TA,August,No Deposit     ,Transient,16,2017,31,4,0,0
CN,Online TA,August,No Deposit     ,Transient,211,2017,31,5,1,0
PRT,Online TA,August,No Deposit     ,Transient,11,2017,32,11,0,1
PRT,Offline TA/TO,August,No Deposit     ,Transient,142,2017,34,26,0,1
PRT,Online TA,August,No Deposit     ,Transient,47,2017,32,12,0,1
GBR,Offline TA/TO,August,No Deposit     ,Contract,24,2017,31,4,0,0
PRT,Direct,July,No Deposit     ,Transient,26,2017,31,31,0,0
PRT,Online TA,July,No Deposit     ,Transient,155,2017,31,31,0,0
GBR,Direct,August,No Deposit     ,Transient,0,2017,32,6,0,0
FRA,Online TA,August,No Deposit     ,Transient,351,2017,31,4,1,0
ESP,Online TA,August,No Deposit     ,Transient,100,2017,31,2,0,0
IRL,Offline TA/TO,August,No Deposit     ,Group,0,2017,31,5,0,0
GBR,Direct,August,No Deposit     ,Transient,2,2017,31,5,0,0
PRT,Online TA,August,No Deposit     ,Transient,1,2017,32,6,0,0
PRT,Corporate,August,No Deposit     ,Transient,13,2017,33,14,0,1
IRL,Online TA,August,No Deposit     ,Transient,153,2017,31,3,0,0
IRL,Offline TA/TO,July,No Deposit     ,Transient,206,2017,30,28,0,0
ESP,Direct,August,No Deposit     ,Transient,11,2017,31,2,1,0
PRT,Offline TA/TO,August,No Deposit     ,Transient,20,2017,35,27,0,1
ISL,Online TA,August,No Deposit     ,Transient,12,2017,31,1,0,0
PRT,Online TA,August,No Deposit     ,Transient-Party,17,2017,32,6,0,0
PRT,Direct,August,No Deposit     ,Transient,4,2017,31,4,1,0
ESP,Online TA,August,No Deposit     ,Transient,26,2017,35,28,0,1
PRT,Online TA,August,No Deposit     ,Transient,26,2017,31,1,0,0
BRA,Direct,August,No Deposit     ,Transient,5,2017,31,4,0,0
PRT,Direct,August,No Deposit     ,Transient,174,2017,31,1,0,0
CHE,Online TA,August,No Deposit     ,Transient,4,2017,31,4,0,0
PRT,Online TA,July,No Deposit     ,Transient-Party,300,2017,31,30,1,0
GBR,Online TA,August,No Deposit     ,Transient,0,2017,31,5,0,0
ESP,Direct,July,No Deposit     ,Transient,182,2017,30,29,0,0
USA,Online TA,August,No Deposit     ,Transient,3,2017,31,4,0,0
PRT,Direct,August,No Deposit     ,Transient,174,2017,31,1,0,0
PHL,Online TA,August,No Deposit     ,Transient,1,2017,31,4,0,0
PRT,Online TA,July,No Deposit     ,Transient-Party,300,2017,31,30,1,0
GBR,Offline TA/TO,August,No Deposit     ,Contract,41,2017,31,2,0,0
GBR,Online TA,August,No Deposit     ,Transient,173,2017,31,1,0,0
GBR,Online TA,August,No Deposit     ,Transient,40,2017,31,4,0,0
PRT,Online TA,August,No Deposit     ,Transient,10,2017,31,2,0,0
PRT,Online TA,August,No Deposit     ,Transient-Party,122,2017,31,4,1,0
ESP,Online TA,July,No Deposit     ,Transient,23,2017,31,31,1,0
IRL,Direct,July,No Deposit     ,Transient,354,2017,30,23,0,0
ROU,Offline TA/TO,July,No Deposit     ,Transient,40,2017,31,30,0,0
PRT,Direct,August,No Deposit     ,Transient,174,2017,31,1,0,0
FRA,Direct,August,No Deposit     ,Transient,0,2017,31,5,1,0
CHE,Direct,July,No Deposit     ,Transient,161,2017,31,30,1,0
GBR,Offline TA/TO,July,No Deposit     ,Transient,201,2017,31,30,0,0
FRA,Direct,August,No Deposit     ,Transient,0,2017,31,5,0,0
GBR,Online TA,August,No Deposit     ,Transient,20,2017,34,24,0,1
PRT,Online TA,July,No Deposit     ,Transient,300,2017,31,30,1,0
PRT,Direct,July,No Deposit     ,Transient,209,2017,31,30,0,0
PRT,Direct,July,No Deposit     ,Transient,256,2017,31,30,1,0
ESP,Online TA,August,No Deposit     ,Transient,53,2017,35,28,0,1
ESP,Online TA,August,No Deposit     ,Transient,231,2017,31,2,1,0
GBR,Offline TA/TO,July,No Deposit     ,Transient,201,2017,31,30,0,0
PRT,Direct,July,No Deposit     ,Transient,157,2017,30,28,1,0
PHL,Online TA,August,No Deposit     ,Transient,3,2017,31,4,0,0
PHL,Online TA,August,No Deposit     ,Transient,3,2017,31,4,0,0
PHL,Online TA,August,No Deposit     ,Transient,3,2017,31,4,0,0
PRT,Online TA,August,No Deposit     ,Transient,45,2017,31,3,0,0
ROU,Offline TA/TO,July,No Deposit     ,Transient,33,2017,31,30,0,0
PRT,Online TA,August,No Deposit     ,Transient-Party,122,2017,31,4,1,0
IRL,Online TA,July,No Deposit     ,Transient,173,2017,30,26,0,0
PRT,Online TA,July,No Deposit     ,Transient,300,2017,31,30,0,0
PHL,Online TA,August,No Deposit     ,Transient,3,2017,31,4,0,0
PRT,Online TA,July,No Deposit     ,Transient,300,2017,31,30,0,0
PRT,Direct,August,No Deposit     ,Transient,174,2017,31,1,0,0
GBR,Offline TA/TO,July,No Deposit     ,Transient,17,2017,30,29,0,0
IRL,Online TA,July,No Deposit     ,Transient,191,2017,30,26,0,0
PHL,Online TA,August,No Deposit     ,Transient,3,2017,31,4,0,0
PRT,Direct,August,No Deposit     ,Transient,0,2017,31,4,0,0
ESP,Online TA,August,No Deposit     ,Transient,129,2017,31,2,0,0
ESP,Offline TA/TO,August,No Deposit     ,Transient,183,2017,31,2,0,0
PRT,Direct,July,No Deposit     ,Transient,163,2017,31,31,1,0
GBR,Offline TA/TO,July,No Deposit     ,Contract,98,2017,30,29,0,0
ESP,Online TA,August,No Deposit     ,Transient,9,2017,31,1,0,0
ESP,Online TA,July,No Deposit     ,Transient,49,2017,30,29,0,0
PRT,Direct,July,No Deposit     ,Transient,23,2017,30,29,0,0
ESP,Online TA,July,No Deposit     ,Transient,64,2017,31,31,0,0
NOR,Online TA,July,No Deposit     ,Transient,186,2017,29,20,0,0
PRT,Online TA,August,No Deposit     ,Transient,142,2017,33,16,0,1
BEL,Offline TA/TO,July,No Deposit     ,Group,43,2017,30,29,0,0
PRT,Offline TA/TO,August,No Deposit     ,Transient,161,2017,31,1,0,0
ESP,Online TA,August,No Deposit     ,Transient,69,2017,31,1,0,0
PRT,Online TA,July,No Deposit     ,Transient,166,2017,31,30,0,0
ESP,Online TA,July,No Deposit     ,Transient,1,2017,31,31,1,0
PRT,Direct,August,No Deposit     ,Transient,0,2017,31,3,0,0
PRT,Online TA,July,No Deposit     ,Transient,186,2017,30,29,1,0
PRT,Direct,August,No Deposit     ,Transient,9,2017,31,2,0,0
IRL,Online TA,August,No Deposit     ,Transient,62,2017,31,1,0,0
SWE,Online TA,July,No Deposit     ,Transient,22,2017,31,31,0,0
PRT,Direct,August,No Deposit     ,Transient,0,2017,31,3,0,0
PRT,Direct,July,No Deposit     ,Transient,170,2017,31,31,0,0
GBR,Offline TA/TO,July,No Deposit     ,Contract,379,2017,30,29,0,0
GBR,Online TA,August,No Deposit     ,Transient,22,2017,35,27,0,1
PRT,Direct,July,No Deposit     ,Transient,201,2017,31,31,0,0
PRT,Direct,July,No Deposit     ,Transient,34,2017,31,31,1,0
CZE,Online TA,August,No Deposit     ,Transient,10,2017,31,1,0,0
PRT,Corporate,August,No Deposit     ,Transient,2,2017,31,3,1,0
USA,Direct,August,No Deposit     ,Transient,117,2017,31,1,0,0
FRA,Direct,July,No Deposit     ,Transient,55,2017,29,21,0,0
SWE,Online TA,July,No Deposit     ,Transient,246,2017,30,29,0,0
IRL,Online TA,August,No Deposit     ,Transient,62,2017,31,1,0,0
CN,Online TA,August,No Deposit     ,Transient,53,2017,31,4,1,0
ESP,Online TA,July,No Deposit     ,Transient,131,2017,30,29,1,0
ITA,Online TA,July,No Deposit     ,Transient,147,2017,31,30,0,0
PRT,Direct,August,No Deposit     ,Transient,27,2017,31,2,1,0
PRT,Online TA,July,No Deposit     ,Transient,173,2017,30,24,0,0
CHE,Direct,July,No Deposit     ,Transient,201,2017,31,31,0,0
PRT,Online TA,July,No Deposit     ,Transient,187,2017,31,31,0,0
TUR,Online TA,August,No Deposit     ,Transient,34,2017,31,4,1,0
ESP,Online TA,August,No Deposit     ,Transient,59,2017,31,1,0,0
